Timestamp,Username,UserID,Profile Link,Flagged Terms,Snippet
2025-12-07 17:49:47,chunchbunch,135312065,https://www.roblox.com/users/135312065/profile,4lunch,4lunch
2025-12-07 17:49:50,Illuminesse,42355310,https://www.roblox.com/users/42355310/profile,monkey,monkey business
